Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Promised Land,Dennis Brown,1980,284800,4,0.746,0.386,10,-11.985,1,0.142,0.408,0,0.0884,0.744,134.626,38,Reggae
Love Has Found Its Way,Dennis Brown,1981,270840,4,0.773,0.617,8,-8.966,1,0.065,0.076,0.0000457,0.0636,0.843,100.615,46,Reggae
Cheater,Dennis Brown,1987,178866,4,0.787,0.509,4,-6.913,0,0.34,0.406,0,0.135,0.806,82.513,9,Reggae
007 (Shanty Town),Desmond Dekker & The Aces,1969,154293,4,0.866,0.564,9,-7.554,1,0.0902,0.101,0.0994,0.0977,0.876,101.683,54,Reggae
Israelites,Desmond Dekker & The Aces,1969,157693,4,0.709,0.5,10,-8.59,1,0.0488,0.812,0.00000188,0.0915,0.973,73.359,38,Reggae
It Mek,Desmond Dekker & The Aces,1969,152251,4,0.599,0.564,8,-7.793,1,0.0766,0.0344,0.689,0.233,0.665,75.095,49,Reggae
Keep a Cool Head,Desmond Dekker & The Aces,1969,124280,4,0.723,0.451,5,-7.04,0,0.0315,0.77,0.0161,0.0651,0.897,80.765,26,Reggae
Poor Me Israelites (Desmond Dekker and Desmond Dekker Jnr Collaboration Version) (Desmond Dekker and Desmond Dekker Jnr Collaboration Version),Desmond Dekker & The Aces,1969,269226,4,0.726,0.836,0,-12.99,1,0.0395,0.202,0.717,0.12,0.95,106.001,1,Reggae
Sing a Little Song,Desmond Dekker & The Aces,1969,183106,4,0.894,0.611,8,-9.184,1,0.0656,0.192,0.000307,0.0737,0.957,125.305,23,Reggae
Mother Long Tongue,Desmond Dekker & The Aces,1970,131053,4,0.8,0.433,10,-8.192,1,0.0311,0.68,0.055,0.0367,0.927,80.96,14,Reggae
Rude Boy Train,Desmond Dekker & The Aces,1970,138786,4,0.598,0.476,8,-8.819,1,0.0695,0.674,0,0.313,0.815,182.283,26,Reggae
Unity,Desmond Dekker & The Aces,1970,143373,4,0.769,0.466,10,-8.223,1,0.0549,0.634,0.301,0.0597,0.827,84.254,30,Reggae
You Can Get It If You Really Want,Desmond Dekker & The Aces,1970,158320,4,0.828,0.578,1,-7.825,1,0.0409,0.135,0,0.0592,0.893,128.087,47,Reggae
I'm Not Crazy,Don Carlos,1976,201666,4,0.784,0.448,10,-9.116,0,0.0646,0.0784,0.000282,0.0538,0.551,79.236,37,Reggae
Late Night Blues,Don Carlos,1976,230786,4,0.634,0.325,7,-19.432,1,0.201,0.0884,0,0.131,0.397,73.177,9,Reggae
Movin (To The Top),Don Carlos,1976,217212,4,0.826,0.369,2,-8.325,0,0.0663,0.0213,0.000727,0.0798,0.535,84.616,49,Reggae
Mr. Sun,Don Carlos,1976,246293,4,0.739,0.431,4,-11.144,0,0.0483,0.822,0.795,0.113,0.574,152.062,41,Reggae
Rude Boy (Go Easy),Don Carlos,1976,274986,4,0.827,0.51,6,-8.206,0,0.0706,0.0504,0,0.0403,0.73,81.985,13,Reggae
I Just Can't Stop,Don Carlos,1983,156729,4,0.739,0.568,0,-7.368,1,0.0431,0.369,0,0.0585,0.818,74.685,44,Reggae
"Anarexol (12"")",Eek-A-Mouse,1983,440333,4,0.75,0.37,5,-10.482,0,0.0792,0.0176,0.0372,0.128,0.384,73.838,33,Reggae
Ganja Smuggling,Eek-A-Mouse,1983,228760,4,0.78,0.427,5,-8.371,0,0.126,0.128,0.0000175,0.0697,0.526,71.665,61,Reggae
Wa-Do-Dem,Eek-A-Mouse,1983,235373,4,0.855,0.602,0,-7.289,1,0.0595,0.376,0,0.167,0.81,77.514,56,Reggae
Big Ship,Freddie McGregor,1979,197733,4,0.777,0.41,9,-8.854,0,0.32,0.00498,0.00000243,0.186,0.815,70.514,47,Reggae
Bobby Babylon,Freddie McGregor,1979,118920,4,0.776,0.428,7,-7.94,1,0.327,0.0706,0,0.115,0.487,82.88,0,Reggae
I Was Born A Winner,Freddie McGregor,1979,217800,4,0.753,0.526,8,-9.654,1,0.0524,0.00469,0.000266,0.251,0.656,86.751,43,Reggae
Just Don't Want To Be Lonely,Freddie McGregor,1979,215373,4,0.674,0.608,5,-5.675,1,0.0257,0.0508,0,0.363,0.819,85.551,40,Reggae
Push Come To Shove,Freddie McGregor,1979,217266,4,0.693,0.653,7,-9.771,1,0.0747,0.0196,0,0.484,0.646,81.379,45,Reggae
Cool Down The Pace,Gregory Isaacs,1980,317360,4,0.87,0.299,10,-13.409,1,0.248,0.122,0.0514,0.0926,0.933,75.895,61,Reggae
If I Don't Have You - 1990 Digital Remaster,Gregory Isaacs,1980,252000,4,0.918,0.347,9,-15.646,0,0.214,0.00136,0.0179,0.0593,0.556,129.268,35,Reggae
My Number One,Gregory Isaacs,1980,206066,4,0.786,0.682,9,-6.779,0,0.0507,0.0822,0.000091,0.101,0.961,78.325,31,Reggae
Night Nurse,Gregory Isaacs,1980,249533,4,0.824,0.366,7,-10.96,1,0.145,0.039,0.106,0.0403,0.895,73.949,66,Reggae
Oh What A Feeling,Gregory Isaacs,1980,219659,4,0.874,0.675,7,-3.423,1,0.108,0.198,0.000753,0.092,0.892,145.801,46,Reggae
Private Secretary,Gregory Isaacs,1980,276133,4,0.748,0.372,7,-15.797,1,0.0475,0.165,0.0477,0.0634,0.871,143.693,22,Reggae
Rumours,Gregory Isaacs,1980,369573,4,0.812,0.471,7,-9.977,1,0.101,0.00493,0.000674,0.0438,0.669,82.17,41,Reggae
Soon Forward,Gregory Isaacs,1980,390613,4,0.821,0.518,0,-5.642,1,0.0653,0.223,0.0185,0.326,0.935,148.372,31,Reggae
The Border,Gregory Isaacs,1980,550924,4,0.733,0.665,7,-6.214,1,0.0744,0.314,0.00000516,0.192,0.884,144.536,24,Reggae
Fight All You Can,Groundation,2005,241160,4,0.664,0.583,11,-8.571,0,0.223,0.242,0.000136,0.0828,0.535,165.86,7,Reggae
Jah Jah Know,Groundation,2005,363866,4,0.737,0.493,8,-9.599,1,0.184,0.101,0.0000118,0.305,0.533,80.933,41,Reggae
Greetings,Half Pint,1982,219960,4,0.686,0.641,5,-14.832,0,0.0525,0.000907,0,0.157,0.841,144.448,36,Reggae
Level The Vibes,Half Pint,1982,223640,4,0.737,0.495,0,-13.162,1,0.0681,0.000399,0.038,0.16,0.694,162.478,25,Reggae
One Big Family,Half Pint,1982,212200,4,0.744,0.501,9,-14.759,1,0.0604,0.000914,0.0000167,0.0518,0.801,160.073,23,Reggae
Substitute Lover,Half Pint,1982,218026,4,0.797,0.274,11,-14.849,1,0.157,0.011,0,0.118,0.661,166.572,48,Reggae
Victory,Half Pint,1982,202426,4,0.824,0.532,11,-13.095,1,0.178,0.149,0,0.104,0.85,80.751,10,Reggae
(Woman) Don't Try to Use Me (Extended Mix),Horace Andy,1985,332146,4,0.84,0.504,8,-9.813,1,0.149,0.164,0.00687,0.0949,0.631,127.625,10,Reggae
Ain't No Sunshine,Horace Andy,1985,133240,4,0.773,0.614,11,-5.794,1,0.229,0.635,0,0.187,0.9,128.611,26,Reggae
Love of a Woman,Horace Andy,1985,199493,4,0.793,0.246,6,-17.35,1,0.0689,0.44,0.0123,0.112,0.646,85.136,5,Reggae
Skylarking,Horace Andy,1985,180453,4,0.818,0.486,9,-9.789,0,0.17,0.395,0.000016,0.0475,0.705,78.458,42,Reggae
Something on My Mind,Horace Andy,1985,146706,4,0.864,0.427,2,-14.384,1,0.0695,0.0252,0.688,0.191,0.597,140.453,3,Reggae
You Are My Angel,Horace Andy,1985,177653,4,0.785,0.772,7,-9.767,1,0.179,0.559,0.0681,0.103,0.851,146.454,9,Reggae
Bad Boys,Inner Circle,1983,231266,4,0.682,0.678,7,-9.626,1,0.11,0.2,0.000163,0.109,0.517,175.18,68,Reggae
Games People Play,Inner Circle,1983,207000,4,0.734,0.924,1,-3.335,0,0.165,0.0422,0.00000987,0.224,0.907,170.58,60,Reggae
Sweat (A La La La La Long),Inner Circle,1983,227067,4,0.787,0.728,0,-7.705,1,0.218,0.0124,0,0.157,0.94,173.026,55,Reggae
Tired Fe Lick Weed In A Bush,Inner Circle,1983,182813,4,0.859,0.356,7,-14.235,1,0.326,0.109,0.0000819,0.101,0.741,135.945,6,Reggae
"We ""A"" Rockers",Inner Circle,1983,301626,4,0.613,0.432,10,-16.99,1,0.212,0.0119,0,0.323,0.839,140.76,16,Reggae
Daytrippin,Iration,2013,182466,4,0.725,0.72,2,-3.31,0,0.0272,0.0129,0.00862,0.135,0.848,100.981,46,Reggae
Falling,Iration,2013,240760,4,0.799,0.416,7,-9.547,1,0.0428,0.00765,0.00000207,0.122,0.818,125.01,54,Reggae
Hotting Up,Iration,2013,220613,4,0.61,0.746,11,-5.892,0,0.0364,0.000409,0.000597,0.211,0.547,146.01,39,Reggae
Lost And Found,Iration,2013,236333,4,0.63,0.669,1,-7.289,0,0.118,0.0987,0.0000385,0.491,0.655,152.106,51,Reggae
Time Bomb,Iration,2013,190693,4,0.754,0.59,4,-6.525,0,0.046,0.192,0,0.11,0.784,147.107,60,Reggae
Turn Around,Iration,2013,231346,4,0.687,0.7,8,-6.439,1,0.03,0.00144,0.0000635,0.13,0.963,103.946,46,Reggae
You Know You Don't Mind,Iration,2013,226520,4,0.65,0.81,9,-5.137,1,0.0527,0.00358,0,0.0863,0.877,75.517,31,Reggae
Bad Intention,Israel Vibration,1980,231893,4,0.769,0.585,7,-6.283,1,0.175,0.203,0.0000025,0.0674,0.811,173.193,11,Reggae
Cool and Calm,Israel Vibration,1980,265880,4,0.795,0.415,0,-10.466,1,0.153,0.127,0.00000876,0.067,0.821,76.28,55,Reggae
Herb Is The Healing,Israel Vibration,1980,271306,4,0.922,0.64,7,-6.109,1,0.169,0.0431,0.00029,0.351,0.81,129.861,46,Reggae
Pay the Piper,Israel Vibration,1980,289274,4,0.875,0.546,2,-9.758,1,0.357,0.00836,0,0.0866,0.973,135.893,7,Reggae
The Same Song,Israel Vibration,1980,239493,4,0.929,0.466,1,-9.809,1,0.304,0.0749,0.00194,0.0363,0.684,123.019,34,Reggae
Rudeboy Shufflin' - Live 95,Israel Vibration,1995,360520,4,0.821,0.544,5,-9.117,0,0.0821,0.243,0.00124,0.84,0.896,145.828,12,Reggae
Cinnamon Crush (feat. Lindsey Lomis),Jacob Collier,2016,227480,4,0.515,0.47,8,-9.214,1,0.121,0.758,0.00011,0.102,0.448,75.386,44,Reggae
Forward Jah Jah Children (original),Jacob Miller,1976,199666,4,0.784,0.279,8,-20.376,1,0.464,0.0397,0.00000968,0.0464,0.873,136.73,21,Reggae
I'm A Natty,Jacob Miller,1976,179520,4,0.742,0.265,11,-10.176,1,0.165,0.000131,0.079,0.101,0.646,93.808,17,Reggae
Mixed Up Moods,Jacob Miller,1976,326826,4,0.69,0.547,9,-8.123,0,0.106,0.0921,0.00000129,0.056,0.872,76.529,34,Reggae
Tenement Yard,Jacob Miller,1976,154333,4,0.883,0.521,4,-6.845,1,0.309,0.229,0,0.0794,0.962,143.804,54,Reggae
Tired Fi Lick Weed,Jacob Miller,1976,183333,4,0.837,0.443,7,-9.352,1,0.226,0.068,0,0.104,0.698,135.539,31,Reggae
Before I Leave,Jah Cure,2003,235333,4,0.726,0.578,5,-5.723,0,0.0438,0.0551,0,0.108,0.666,89.166,48,Reggae
Call On Me,Jah Cure,2003,265786,4,0.649,0.691,8,-6.891,0,0.0654,0.0461,0.00000459,0.102,0.497,84.993,38,Reggae
Journey,Jah Cure,2003,221240,4,0.485,0.791,9,-3.653,0,0.11,0.247,0,0.469,0.567,157.686,6,Reggae
Longing For,Jah Cure,2003,232000,4,0.67,0.54,4,-7.417,0,0.296,0.297,0.00000337,0.0751,0.473,167.935,55,Reggae
Love Is,Jah Cure,2003,218160,4,0.685,0.63,0,-5.485,1,0.155,0.119,0,0.166,0.708,85.04,41,Reggae
Never Find,Jah Cure,2003,207908,4,0.457,0.669,6,-6.811,0,0.302,0.635,0,0.0967,0.486,174.188,55,Reggae
True Reflection,Jah Cure,2003,248013,4,0.395,0.468,10,-8.032,1,0.0432,0.177,0,0.119,0.279,136.327,31,Reggae
Unconditional Love,Jah Cure,2003,348000,4,0.615,0.515,4,-11.019,1,0.0436,0.167,0,0.0743,0.678,75.04,42,Reggae
Ali Baba,John Holt,1972,157800,4,0.84,0.535,5,-9.366,1,0.0644,0.364,0.0141,0.0722,0.885,79.716,39,Reggae
Baby I'm A Want You,John Holt,1972,138306,4,0.679,0.341,4,-11.687,1,0.043,0.16,0.0000959,0.0862,0.756,146.287,0,Reggae
For The Love Of You,John Holt,1972,217773,4,0.775,0.586,1,-5.788,1,0.0962,0.0773,0.00026,0.0539,0.775,83.183,32,Reggae
If I Were a Carpenter,John Holt,1972,182360,4,0.755,0.748,0,-6.138,1,0.0559,0.181,0.000032,0.216,0.728,75.698,22,Reggae
Love I Can Feel,John Holt,1972,204560,4,0.869,0.615,3,-8.59,0,0.0479,0.169,0.0000028,0.0707,0.922,139.206,21,Reggae
Never Never Never,John Holt,1972,237706,4,0.615,0.286,11,-16.612,1,0.063,0.247,0,0.113,0.833,83.013,31,Reggae
Police In Helicopter,John Holt,1972,219160,4,0.683,0.653,9,-7.586,0,0.113,0.0326,0.00000842,0.0578,0.501,143.224,59,Reggae
Stick By Me,John Holt,1972,194543,4,0.814,0.57,8,-4.289,1,0.115,0.71,0.0000181,0.0795,0.827,79.401,31,Reggae
Sweetie Come Brush Me,John Holt,1972,203653,4,0.877,0.54,7,-7.158,0,0.0692,0.0669,0.0000435,0.0748,0.655,74.557,17,Reggae
Up Park Camp,John Holt,1972,189760,4,0.814,0.538,1,-5.668,0,0.0347,0.0883,0.00000622,0.0864,0.588,136.129,10,Reggae
Rasta Should Be Deeper,Junior Kelly,2004,209813,4,0.746,0.803,2,-5.817,0,0.0556,0.0269,0,0.332,0.731,72.384,47,Reggae
Boom-Shack-A-Lack,Junior Reid,1997,213533,4,0.756,0.44,6,-8.256,0,0.293,0.145,0,0.0781,0.565,78.729,22,Reggae
Cross Over The Border,Junior Reid,1997,202333,4,0.824,0.534,9,-6.654,1,0.083,0.114,0,0.109,0.738,77.886,12,Reggae
Jah Love You Always,Junior Reid,1997,208866,4,0.551,0.745,2,-5.305,0,0.0509,0.0754,0,0.199,0.213,175.918,0,Reggae
One Blood,Junior Reid,1997,204614,4,0.744,0.886,10,-6.633,0,0.0903,0.0716,0,0.335,0.967,167.297,35,Reggae
Chase the Devil,"Lee ""Scratch"" Perry",1968,199850,4,0.7,0.696,9,-6.09,0,0.124,0.232,0.0453,0.428,0.81,155.05,30,Reggae
Police And Thieves,"Lee ""Scratch"" Perry",1976,282989,4,0.793,0.643,11,-4.998,0,0.188,0.212,0.00921,0.143,0.648,137.942,11,Reggae
War Ina Babylon,"Lee ""Scratch"" Perry",1976,318890,4,0.696,0.782,7,-7.481,1,0.0455,0.00112,0.00196,0.349,0.596,144.997,15,Reggae
Jungle Lion,"Lee ""Scratch"" Perry",1977,205373,4,0.769,0.922,8,-5.572,0,0.263,0.473,0.719,0.173,0.848,93.73,30,Reggae
Roast Fish and Corn Bread (Jamaican Mix),"Lee ""Scratch"" Perry",1977,215506,4,0.94,0.307,7,-11.817,1,0.0434,0.0666,0.0198,0.0654,0.572,115.541,12,Reggae
Sin Semilla Kaya Dub,"Lee ""Scratch"" Perry",1977,190373,4,0.835,0.312,6,-21.297,0,0.0718,0.0439,0.837,0.116,0.762,103.638,3,Reggae
Disco Devil (Extended Version),"Lee ""Scratch"" Perry",1978,471826,4,0.682,0.726,0,-8.754,1,0.261,0.0785,0.000336,0.386,0.515,77.865,44,Reggae
Dread Beat An' Blood,Linton Kwesi Johnson,1978,179954,4,0.805,0.391,1,-18.577,1,0.0738,0.00539,0.176,0.0686,0.82,158.24,20,Reggae
Fite Dem Back,Linton Kwesi Johnson,1978,266560,4,0.885,0.489,4,-16.975,0,0.22,0.0252,0,0.0523,0.893,115.898,32,Reggae
Inglan Is A Bitch,Linton Kwesi Johnson,1978,326373,4,0.885,0.305,7,-15.75,1,0.429,0.0556,0.0000508,0.0776,0.575,137.506,40,Reggae
Man Free,Linton Kwesi Johnson,1978,361952,4,0.801,0.538,4,-15.453,0,0.13,0.0787,0.00993,0.117,0.762,83.712,13,Reggae
Reggae Fi Peach,Linton Kwesi Johnson,1978,161400,4,0.74,0.331,1,-16.516,0,0.389,0.0105,0.000761,0.137,0.533,158.713,27,Reggae
Sonny's Lettah (Anti-Sus Poem),Linton Kwesi Johnson,1978,232293,4,0.741,0.405,9,-18.235,0,0.206,0.0542,0.0000016,0.0342,0.631,143.51,31,Reggae
Back to My Roots,Lucky Dube,1987,254890,4,0.707,0.399,11,-10.25,1,0.0586,0.473,0.0102,0.0761,0.964,81.861,28,Reggae
"Different Colours,One People (2012 Remastered)",Lucky Dube,1989,247426,4,0.825,0.634,11,-5.985,1,0.0548,0.0321,0,0.558,0.538,102.852,47,Reggae
House of Exile (Remastered),Lucky Dube,1990,205426,4,0.676,0.658,10,-6.044,1,0.0358,0.139,0,0.0866,0.941,81.896,54,Reggae
It's Not Easy,Lucky Dube,1991,322533,4,0.697,0.72,11,-4.658,1,0.0277,0.264,0,0.201,0.657,129.453,29,Reggae
Rastas Never Dies,Lucky Dube,1994,233626,4,0.634,0.87,7,-4.873,1,0.0578,0.497,0.0248,0.061,0.97,177.903,42,Reggae
Prisoner (Remastered),Lucky Dube,1995,200760,4,0.653,0.498,11,-12.901,1,0.118,0.397,0,0.0389,0.819,79.617,53,Reggae
Remember Me,Lucky Dube,1996,263546,4,0.736,0.703,10,-7.729,1,0.0636,0.138,0.00000639,0.0727,0.716,84.142,36,Reggae
Slave,Lucky Dube,1997,262573,4,0.659,0.548,10,-9.406,1,0.0395,0.617,0.00000233,0.0843,0.956,82.461,52,Reggae
The Way It Is,Lucky Dube,1998,249320,4,0.691,0.763,9,-5.883,1,0.048,0.376,0.00028,0.0887,0.875,157.06,52,Reggae
Together As One,Lucky Dube,1999,239160,4,0.696,0.638,8,-6.442,1,0.0391,0.42,0,0.0672,0.789,143.686,52,Reggae
Don't Let Me Down,Marcia Griffiths,1983,204533,4,0.691,0.662,4,-10.045,1,0.053,0.404,0.00509,0.465,0.947,157.367,45,Reggae
Electric Boogie,Marcia Griffiths,1983,242773,4,0.769,0.898,1,-9.347,1,0.0355,0.116,0.000648,0.261,0.968,108.141,41,Reggae
Feel Like Jumping,Marcia Griffiths,1983,213506,4,0.784,0.43,0,-9.284,1,0.0582,0.0566,0.167,0.0689,0.643,81.863,39,Reggae
I've Got to go Back Home,Marcia Griffiths,1983,291666,4,0.603,0.32,6,-14.896,1,0.103,0.129,0.572,0.061,0.693,73.437,4,Reggae
Sweet Bitter Love,Marcia Griffiths,1983,192373,4,0.589,0.541,5,-10.224,1,0.0617,0.459,0.0000271,0.347,0.945,165.622,17,Reggae
Young Gifted And Black,Marcia Griffiths,1983,184360,4,0.65,0.497,0,-8.044,1,0.0305,0.00646,0.00855,0.375,0.928,116.385,15,Reggae
Jerusalem,Matisyahu,2004,240253,4,0.799,0.653,8,-6.307,1,0.267,0.435,0,0.105,0.909,176.081,42,Reggae
King Without a Crown,Matisyahu,2004,222386,4,0.697,0.859,5,-5.306,0,0.19,0.0349,0,0.0931,0.696,93.78,54,Reggae
Live Like a Warrior,Matisyahu,2004,234179,4,0.288,0.812,10,-4.908,1,0.156,0.0719,0.00000345,0.329,0.349,90.006,42,Reggae
One Day,Matisyahu,2004,207573,4,0.346,0.61,0,-5.818,1,0.15,0.198,0,0.117,0.235,68.552,56,Reggae
Sunshine,Matisyahu,2004,213069,4,0.697,0.769,0,-3.712,1,0.0626,0.00747,0,0.0733,0.822,100.029,52,Reggae
Time Of Your Song,Matisyahu,2004,266280,4,0.722,0.776,2,-7.339,1,0.0734,0.09,0.000024,0.364,0.548,77.992,45,Reggae
"Sea to Sea - Live at Stubb's,Austin,TX - February 2005",Matisyahu,2005,247280,4,0.53,0.402,7,-8.917,0,0.0354,0.0272,0.000281,0.936,0.667,129.762,31,Reggae
Chase The Devil,Max Romeo,1976,177000,4,0.874,0.591,2,-5.213,1,0.143,0.013,0,0.138,0.76,76.004,62,Reggae
No Place Like Home,Max Romeo,1976,294480,4,0.901,0.522,8,-9.98,1,0.102,0.0757,0.355,0.0772,0.8,139.964,46,Reggae
Norman,Max Romeo,1976,289306,4,0.831,0.604,4,-6.699,0,0.0698,0.0165,0,0.0945,0.826,128.9,21,Reggae
One Step Forward,Max Romeo,1976,219493,4,0.842,0.755,10,-5.023,0,0.0426,0.0329,0.0000498,0.0936,0.977,141.06,49,Reggae
Three Blind Mice,Max Romeo,1976,176240,4,0.902,0.475,0,-6.854,1,0.147,0.431,0.0000225,0.0441,0.689,135.498,28,Reggae
Wet Dream,Max Romeo,1976,162586,4,0.724,0.63,5,-6.759,1,0.0338,0.186,0.768,0.155,0.958,155.136,33,Reggae
Close To You,Maxi Priest,1988,325800,4,0.781,0.478,6,-15.427,1,0.0561,0.0849,0.00000393,0.0877,0.962,95.992,56,Reggae
Just A Little Bit Longer,Maxi Priest,1988,263733,4,0.585,0.599,9,-13.536,0,0.212,0.0418,0.0000162,0.508,0.789,173.085,32,Reggae
Should I (Put My Trust In You),Maxi Priest,1988,224200,4,0.691,0.516,7,-14.106,1,0.132,0.0137,0.0712,0.0592,0.551,89.182,33,Reggae
Some Guys Have All The Luck,Maxi Priest,1988,214645,4,0.787,0.519,6,-12.545,0,0.0309,0.139,0.0000176,0.0482,0.812,92.039,32,Reggae
Wild World,Maxi Priest,1988,218426,4,0.763,0.352,0,-11.789,1,0.0555,0.261,0.0000845,0.0791,0.732,83.993,56,Reggae
Country Living,Mighty Diamonds,1976,235693,4,0.817,0.576,7,-5.018,0,0.183,0.597,0.000047,0.0596,0.877,87.471,23,Reggae
Have Mercy - 2001 Digital Remaster,Mighty Diamonds,1976,199066,4,0.77,0.428,4,-8.881,1,0.0479,0.0935,0,0.0763,0.937,73.238,37,Reggae
Heads Of Government,Mighty Diamonds,1976,220360,4,0.72,0.575,7,-8.647,1,0.0861,0.057,0.000168,0.0809,0.877,79.686,8,Reggae
I Need A Roof - 2001 Digital Remaster,Mighty Diamonds,1976,171160,4,0.702,0.567,0,-9.179,1,0.0409,0.298,0.00000292,0.198,0.783,145.549,43,Reggae
Pass The Kouchie,Mighty Diamonds,1976,215626,4,0.774,0.398,0,-11.673,1,0.0692,0.143,0.00303,0.248,0.873,142.675,19,Reggae
Right Time - 2001 Digital Remaster,Mighty Diamonds,1976,197200,4,0.837,0.382,2,-10.726,1,0.052,0.33,0.0000614,0.127,0.56,139.042,44,Reggae
Shame And Pride - 2001 Digital Remaster,Mighty Diamonds,1976,201626,4,0.774,0.475,7,-10.299,0,0.0859,0.136,0,0.167,0.765,72.374,26,Reggae
Dread at the Controls,Mikey Dread,1982,230186,4,0.861,0.539,7,-9.487,1,0.0544,0.163,0,0.0974,0.911,131.165,14,Reggae
Prophecy,Mikey Dread,1982,271466,4,0.758,0.598,11,-5.977,0,0.144,0.00522,0,0.162,0.703,135.045,0,Reggae
Roots and Culture,Mikey Dread,1982,368720,4,0.735,0.507,6,-11.17,0,0.0842,0.136,0.0176,0.373,0.783,144.093,44,Reggae
Saturday Night Style - Dub / Instrumental Reggae Music,Mikey Dread,1982,293346,4,0.73,0.847,10,-7.454,0,0.0528,0.249,0.143,0.9,0.643,123.878,32,Reggae
Swalk,Mikey Dread,1982,528106,4,0.666,0.95,8,-4.767,1,0.0728,0.157,0.0000458,0.149,0.691,131.695,19,Reggae
Don't Haffi Dread,Morgan Heritage,1994,238550,4,0.722,0.376,7,-10.175,0,0.303,0.0214,0,0.053,0.753,76.002,41,Reggae
Down by the River,Morgan Heritage,1994,229146,4,0.753,0.486,1,-7.66,1,0.053,0.14,0,0.0586,0.939,80.916,48,Reggae
Nothing To Smile About,Morgan Heritage,1994,205026,4,0.695,0.661,7,-5.642,1,0.255,0.641,0,0.323,0.77,82.031,34,Reggae
Reggae Bring Back Love,Morgan Heritage,1994,215222,4,0.742,0.683,0,-5.355,1,0.0556,0.131,0,0.0574,0.885,88.342,29,Reggae
She's Still Loving Me,Morgan Heritage,1994,263253,4,0.672,0.749,10,-4.62,1,0.0725,0.279,0,0.114,0.96,80.775,35,Reggae
Tell Me How Come,Morgan Heritage,1994,216093,4,0.698,0.693,5,-4.923,1,0.251,0.225,0,0.0522,0.757,85.024,44,Reggae
The World Is Yours,Morgan Heritage,1994,272990,4,0.797,0.908,0,-3.564,0,0.165,0.0708,0,0.108,0.86,107.027,3,Reggae
Trodding To Zion,Morgan Heritage,1994,224560,4,0.749,0.627,7,-8.047,1,0.13,0.165,0.000026,0.0562,0.887,81.764,7,Reggae
Baby Come Back,Pato Banton,1995,233866,4,0.854,0.797,7,-6.004,1,0.0331,2.93E-05,0.00801,0.0832,0.817,124.879,45,Reggae
Don't Sniff Coke - Live,Pato Banton,1995,446600,4,0.535,0.59,6,-10.858,0,0.196,0.245,0,0.82,0.677,83.381,8,Reggae
Go Pato,Pato Banton,1995,275400,4,0.793,0.821,4,-7.5,0,0.0454,0.0176,0.00000459,0.317,0.798,92.836,57,Reggae
Groovin',Pato Banton,1995,235853,4,0.706,0.809,6,-7.418,1,0.0616,0.22,0,0.278,0.803,102.446,23,Reggae
Never Give In - Never Give In Version,Pato Banton,1995,283933,4,0.6,0.84,11,-5.984,0,0.0378,0.0519,0,0.381,0.76,88.706,15,Reggae
Burial,Peter Tosh,1976,233840,4,0.783,0.632,7,-9.726,0,0.0997,0.3,0.00456,0.16,0.895,154.566,33,Reggae
Can't Blame The Youth,Peter Tosh,1976,193706,4,0.791,0.592,2,-8.31,1,0.107,0.312,0,0.142,0.886,78.682,29,Reggae
Equal Rights,Peter Tosh,1976,357333,4,0.665,0.736,7,-5.713,1,0.258,0.0172,0,0.212,0.962,76.373,41,Reggae
"Get Up,Stand Up",Peter Tosh,1976,215200,4,0.899,0.574,5,-9.946,1,0.0788,0.00118,0.000345,0.0567,0.913,138.956,49,Reggae
I Am That I Am,Peter Tosh,1976,269546,4,0.791,0.481,4,-9.39,1,0.124,0.0649,0.00000147,0.0247,0.926,146.032,50,Reggae
Johnny B. Goode - 2002 Remaster,Peter Tosh,1976,244253,4,0.749,0.849,4,-5.761,0,0.0544,0.0299,0.000168,0.115,0.959,145.169,62,Reggae
Legalize It,Peter Tosh,1976,279360,4,0.71,0.589,0,-11.933,1,0.167,0.068,0.00000438,0.176,0.65,144.601,57,Reggae
Maga Dog - 2002 Remaster,Peter Tosh,1976,268320,4,0.588,0.763,8,-6.731,1,0.184,0.215,0.0000178,0.0786,0.961,74.45,35,Reggae
Stepping Razor,Peter Tosh,1976,347053,4,0.865,0.654,7,-8.113,1,0.0731,0.00156,0.00000153,0.0543,0.706,127.513,45,Reggae
Wanted Dread and Alive - 2002 Remaster,Peter Tosh,1976,268213,4,0.795,0.731,9,-6.056,1,0.0529,0.381,0.00163,0.0548,0.884,96.161,52,Reggae
Blood Money,Protoje,2013,227722,4,0.769,0.777,10,-6.005,0,0.116,0.0371,0,0.0805,0.755,77.968,29,Reggae
Bout Noon,Protoje,2013,224327,4,0.667,0.777,10,-5.261,0,0.243,0.00402,0,0.126,0.691,83.899,32,Reggae
Kingston Be Wise,Protoje,2013,251204,4,0.782,0.744,7,-6.164,1,0.0806,0.0552,0.0000142,0.701,0.7,81.067,47,Reggae
No Guarantee,Protoje,2013,220454,4,0.755,0.717,7,-4.185,1,0.0598,0.0327,0,0.0624,0.607,169.973,37,Reggae
Rasta Love Feat. Ky-Mani Marley,Protoje,2013,185312,4,0.911,0.565,9,-6.209,0,0.0718,0.429,0,0.0802,0.751,96.012,58,Reggae
